repository,name,value
https://github.com/GokhanArik/Stack,Number of forks,1.0
https://github.com/GokhanArik/Stack,Number of contributors,1.0
https://github.com/GokhanArik/Stack,Number of commits,8.0
https://github.com/GokhanArik/Stack,Number of files,9.0
https://github.com/GokhanArik/Stack,Number of branches,1.0
https://github.com/panchotiya/JavaScript-Load-Image,Number of files,20.0
https://github.com/panchotiya/JavaScript-Load-Image,Number of stars,0.0
https://github.com/panchotiya/JavaScript-Load-Image,Number of forks,0.0
https://github.com/panchotiya/JavaScript-Load-Image,Number of contributors,6.0
https://github.com/panchotiya/JavaScript-Load-Image,Number of commits,80.0
https://github.com/panchotiya/JavaScript-Load-Image,Number of branches,2.0
https://github.com/Vicken52/CS454-Homework2,Number of files,126.0
https://github.com/Vicken52/CS454-Homework2,Number of stars,0.0
https://github.com/Vicken52/CS454-Homework2,Number of forks,1.0
https://github.com/Vicken52/CS454-Homework2,Number of contributors,4.0
https://github.com/Vicken52/CS454-Homework2,Number of commits,92.0
https://github.com/Vicken52/CS454-Homework2,Number of branches,2.0
https://github.com/BrashFlea/CS3030Homework8,Number of files,6.0
https://github.com/BrashFlea/CS3030Homework8,Number of stars,0.0
https://github.com/BrashFlea/CS3030Homework8,Number of forks,0.0
https://github.com/BrashFlea/CS3030Homework8,Number of contributors,2.0
https://github.com/BrashFlea/CS3030Homework8,Number of commits,14.0
https://github.com/BrashFlea/CS3030Homework8,Number of branches,1.0
https://github.com/BBK-SDP-2015-gorbel01/group,Number of files,11.0
https://github.com/BBK-SDP-2015-gorbel01/group,Number of stars,0.0
https://github.com/BBK-SDP-2015-gorbel01/group,Number of forks,0.0
https://github.com/BBK-SDP-2015-gorbel01/group,Number of contributors,1.0
https://github.com/BBK-SDP-2015-gorbel01/group,Number of commits,2.0
https://github.com/BBK-SDP-2015-gorbel01/group,Number of branches,1.0
https://github.com/kaleko/CourseraML,Number of files,47.0
https://github.com/kaleko/CourseraML,Number of stars,323.0
https://github.com/kaleko/CourseraML,Number of forks,119.0
https://github.com/kaleko/CourseraML,Number of contributors,1.0
https://github.com/kaleko/CourseraML,Number of commits,34.0
https://github.com/kaleko/CourseraML,Number of branches,1.0
https://github.com/Teodor92/TelerikAcademy,Number of files,10895.0
https://github.com/Teodor92/TelerikAcademy,Number of stars,6.0
https://github.com/Teodor92/TelerikAcademy,Number of forks,13.0
https://github.com/Teodor92/TelerikAcademy,Number of contributors,2.0
https://github.com/Teodor92/TelerikAcademy,Number of commits,124.0
https://github.com/Teodor92/TelerikAcademy,Number of branches,1.0
https://github.com/tiy-gvl-python-2015-09/mystery-word,Number of stars,0.0
https://github.com/tiy-gvl-python-2015-09/mystery-word,Number of forks,5.0
https://github.com/tiy-gvl-python-2015-09/mystery-word,Number of files,4.0
https://github.com/tiy-gvl-python-2015-09/mystery-word,Number of contributors,1.0
https://github.com/tiy-gvl-python-2015-09/mystery-word,Number of commits,1.0
https://github.com/tiy-gvl-python-2015-09/mystery-word,Number of branches,1.0
https://github.com/ELLIOTTCABLE/Homework,Number of files,61.0
https://github.com/ELLIOTTCABLE/Homework,Number of stars,4.0
https://github.com/ELLIOTTCABLE/Homework,Number of forks,0.0
https://github.com/ELLIOTTCABLE/Homework,Number of contributors,2.0
https://github.com/ELLIOTTCABLE/Homework,Number of commits,97.0
https://github.com/ELLIOTTCABLE/Homework,Number of branches,3.0
https://github.com/likebanana/Homework,Number of files,4.0
https://github.com/likebanana/Homework,Number of stars,0.0
https://github.com/likebanana/Homework,Number of forks,2.0
https://github.com/likebanana/Homework,Number of contributors,0.0
https://github.com/likebanana/Homework,Number of commits,0.0
https://github.com/likebanana/Homework,Number of branches,1.0
https://github.com/bramwelt/homework,Number of files,686.0
https://github.com/bramwelt/homework,Number of stars,2.0
https://github.com/bramwelt/homework,Number of forks,4.0
https://github.com/bramwelt/homework,Number of contributors,1.0
https://github.com/bramwelt/homework,Number of commits,582.0
https://github.com/bramwelt/homework,Number of branches,1.0
https://github.com/meta-ajinkya-pande/homework,Number of files,95.0
https://github.com/meta-ajinkya-pande/homework,Number of stars,0.0
https://github.com/meta-ajinkya-pande/homework,Number of forks,0.0
https://github.com/meta-ajinkya-pande/homework,Number of contributors,1.0
https://github.com/meta-ajinkya-pande/homework,Number of commits,20.0
https://github.com/meta-ajinkya-pande/homework,Number of branches,2.0
https://github.com/ps-tuebingen-sdpt-2016/homework,Number of stars,1.0
https://github.com/ps-tuebingen-sdpt-2016/homework,Number of forks,13.0
https://github.com/ps-tuebingen-sdpt-2016/homework,Number of files,11.0
https://github.com/ps-tuebingen-sdpt-2016/homework,Number of contributors,3.0
https://github.com/ps-tuebingen-sdpt-2016/homework,Number of commits,23.0
https://github.com/ps-tuebingen-sdpt-2016/homework,Number of branches,1.0
https://github.com/Kentalot/CourseraHomework,Number of files,7.0
https://github.com/Kentalot/CourseraHomework,Number of stars,0.0
https://github.com/Kentalot/CourseraHomework,Number of forks,0.0
https://github.com/Kentalot/CourseraHomework,Number of contributors,1.0
https://github.com/Kentalot/CourseraHomework,Number of commits,2.0
https://github.com/Kentalot/CourseraHomework,Number of branches,1.0
https://github.com/hmisty/adc_tomatoclock,Number of files,11.0
https://github.com/hmisty/adc_tomatoclock,Number of stars,6.0
https://github.com/hmisty/adc_tomatoclock,Number of forks,5.0
https://github.com/hmisty/adc_tomatoclock,Number of contributors,1.0
https://github.com/hmisty/adc_tomatoclock,Number of commits,28.0
https://github.com/hmisty/adc_tomatoclock,Number of branches,1.0
https://github.com/iosdecal/ios-decal-hw2,Number of files,33.0
https://github.com/iosdecal/ios-decal-hw2,Number of stars,0.0
https://github.com/iosdecal/ios-decal-hw2,Number of forks,86.0
https://github.com/iosdecal/ios-decal-hw2,Number of contributors,2.0
https://github.com/iosdecal/ios-decal-hw2,Number of commits,5.0
https://github.com/iosdecal/ios-decal-hw2,Number of branches,1.0
https://github.com/mignev/python-homework,Number of files,23.0
https://github.com/mignev/python-homework,Number of stars,1.0
https://github.com/mignev/python-homework,Number of forks,27.0
https://github.com/mignev/python-homework,Number of contributors,2.0
https://github.com/mignev/python-homework,Number of commits,27.0
https://github.com/mignev/python-homework,Number of branches,2.0
https://github.com/pcantrell/comp225-registrar,Number of files,17.0
https://github.com/pcantrell/comp225-registrar,Number of stars,0.0
https://github.com/pcantrell/comp225-registrar,Number of forks,31.0
https://github.com/pcantrell/comp225-registrar,Number of contributors,1.0
https://github.com/pcantrell/comp225-registrar,Number of commits,6.0
https://github.com/pcantrell/comp225-registrar,Number of branches,1.0
https://github.com/CS273/HW02,Number of files,10.0
https://github.com/CS273/HW02,Number of stars,0.0
https://github.com/CS273/HW02,Number of forks,95.0
https://github.com/CS273/HW02,Number of contributors,2.0
https://github.com/CS273/HW02,Number of commits,4.0
https://github.com/CS273/HW02,Number of branches,1.0
https://github.com/Yelp/yelp.github.io,Number of files,33.0
https://github.com/Yelp/yelp.github.io,Number of contributors,9.0
https://github.com/Yelp/yelp.github.io,Number of stars,132.0
https://github.com/Yelp/yelp.github.io,Number of forks,56.0
https://github.com/Yelp/yelp.github.io,Number of commits,87.0
https://github.com/Yelp/yelp.github.io,Number of branches,2.0
https://github.com/artsy/artsy.github.io,Number of files,766.0
https://github.com/artsy/artsy.github.io,Number of contributors,37.0
https://github.com/artsy/artsy.github.io,Number of commits,484.0
https://github.com/artsy/artsy.github.io,Number of stars,184.0
https://github.com/artsy/artsy.github.io,Number of forks,96.0
https://github.com/artsy/artsy.github.io,Number of branches,30.0
https://github.com/square/square.github.io,Number of files,62.0
https://github.com/square/square.github.io,Number of stars,243.0
https://github.com/square/square.github.io,Number of forks,87.0
https://github.com/square/square.github.io,Number of contributors,19.0
https://github.com/square/square.github.io,Number of commits,65.0
https://github.com/square/square.github.io,Number of branches,1.0
https://github.com/IBM/ibm.github.io,Number of files,90.0
https://github.com/IBM/ibm.github.io,Number of contributors,25.0
https://github.com/IBM/ibm.github.io,Number of stars,274.0
https://github.com/IBM/ibm.github.io,Number of forks,127.0
https://github.com/IBM/ibm.github.io,Number of commits,124.0
https://github.com/IBM/ibm.github.io,Number of branches,5.0
https://github.com/electron/electron.atom.io,Number of contributors,225.0
https://github.com/electron/electron.atom.io,Number of commits,1551.0
https://github.com/electron/electron.atom.io,Number of stars,328.0
https://github.com/electron/electron.atom.io,Number of forks,326.0
https://github.com/electron/electron.atom.io,Number of files,0.0
https://github.com/electron/electron.atom.io,Number of branches,8.0
https://github.com/github/government.github.com,Number of commits,1372.0
https://github.com/github/government.github.com,Number of contributors,238.0
https://github.com/github/government.github.com,Number of stars,379.0
https://github.com/github/government.github.com,Number of forks,413.0
https://github.com/github/government.github.com,Number of files,0.0
https://github.com/github/government.github.com,Number of branches,6.0
https://github.com/twitter/twitter.github.com,Number of stars,710.0
https://github.com/twitter/twitter.github.com,Number of files,13.0
https://github.com/twitter/twitter.github.com,Number of forks,398.0
https://github.com/twitter/twitter.github.com,Number of contributors,10.0
https://github.com/twitter/twitter.github.com,Number of commits,50.0
https://github.com/twitter/twitter.github.com,Number of branches,2.0
https://github.com/Microsoft/microsoft.github.io,Number of files,20.0
https://github.com/Microsoft/microsoft.github.io,Number of stars,821.0
https://github.com/Microsoft/microsoft.github.io,Number of forks,294.0
https://github.com/Microsoft/microsoft.github.io,Number of contributors,30.0
https://github.com/Microsoft/microsoft.github.io,Number of commits,189.0
https://github.com/Microsoft/microsoft.github.io,Number of branches,3.0
https://github.com/github-archive/developer.github.com,Number of contributors,320.0
https://github.com/github-archive/developer.github.com,Number of commits,6389.0
https://github.com/github-archive/developer.github.com,Number of files,702.0
https://github.com/github-archive/developer.github.com,Number of stars,1278.0
https://github.com/github-archive/developer.github.com,Number of forks,1331.0
https://github.com/github-archive/developer.github.com,Number of branches,7.0
https://github.com/danielsdeleo/Decider,Number of files,68.0
https://github.com/danielsdeleo/Decider,Number of stars,390.0
https://github.com/danielsdeleo/Decider,Number of forks,53.0
https://github.com/danielsdeleo/Decider,Number of contributors,1.0
https://github.com/danielsdeleo/Decider,Number of commits,189.0
https://github.com/danielsdeleo/Decider,Number of branches,1.0
https://github.com/jubatus/jubatus,Number of files,405.0
https://github.com/jubatus/jubatus,Number of contributors,30.0
https://github.com/jubatus/jubatus,Number of stars,613.0
https://github.com/jubatus/jubatus,Number of commits,2954.0
https://github.com/jubatus/jubatus,Number of forks,136.0
https://github.com/jubatus/jubatus,Number of branches,26.0
https://github.com/datumbox/datumbox-framework,Number of files,306.0
https://github.com/datumbox/datumbox-framework,Number of stars,773.0
https://github.com/datumbox/datumbox-framework,Number of forks,212.0
https://github.com/datumbox/datumbox-framework,Number of contributors,2.0
https://github.com/datumbox/datumbox-framework,Number of commits,533.0
https://github.com/datumbox/datumbox-framework,Number of branches,3.0
https://github.com/nikolaypavlov/MLPNeuralNet,Number of files,15.0
https://github.com/nikolaypavlov/MLPNeuralNet,Number of stars,885.0
https://github.com/nikolaypavlov/MLPNeuralNet,Number of contributors,7.0
https://github.com/nikolaypavlov/MLPNeuralNet,Number of forks,237.0
https://github.com/nikolaypavlov/MLPNeuralNet,Number of commits,123.0
https://github.com/nikolaypavlov/MLPNeuralNet,Number of branches,3.0
https://github.com/SeldonIO/seldon-server,Number of files,1033.0
https://github.com/SeldonIO/seldon-server,Number of stars,938.0
https://github.com/SeldonIO/seldon-server,Number of forks,199.0
https://github.com/SeldonIO/seldon-server,Number of contributors,5.0
https://github.com/SeldonIO/seldon-server,Number of commits,1282.0
https://github.com/SeldonIO/seldon-server,Number of branches,3.0
https://github.com/apache/mahout,Number of files,1597.0
https://github.com/apache/mahout,Number of contributors,23.0
https://github.com/apache/mahout,Number of commits,2817.0
https://github.com/apache/mahout,Number of stars,998.0
https://github.com/apache/mahout,Number of forks,711.0
https://github.com/apache/mahout,Number of branches,9.0
https://github.com/mikeizbicki/HLearn,Number of files,77.0
https://github.com/mikeizbicki/HLearn,Number of stars,1129.0
https://github.com/mikeizbicki/HLearn,Number of contributors,13.0
https://github.com/mikeizbicki/HLearn,Number of commits,732.0
https://github.com/mikeizbicki/HLearn,Number of forks,109.0
https://github.com/mikeizbicki/HLearn,Number of branches,4.0
https://github.com/shogun-toolbox/shogun,Number of contributors,109.0
https://github.com/shogun-toolbox/shogun,Number of commits,13702.0
https://github.com/shogun-toolbox/shogun,Number of files,2937.0
https://github.com/shogun-toolbox/shogun,Number of stars,1244.0
https://github.com/shogun-toolbox/shogun,Number of forks,640.0
https://github.com/shogun-toolbox/shogun,Number of branches,28.0
https://github.com/cloudera/oryx,Number of files,515.0
https://github.com/cloudera/oryx,Number of contributors,7.0
https://github.com/cloudera/oryx,Number of stars,1404.0
https://github.com/cloudera/oryx,Number of commits,367.0
https://github.com/cloudera/oryx,Number of forks,405.0
https://github.com/cloudera/oryx,Number of branches,3.0
https://github.com/h2oai/h2o-2,Number of files,3690.0
https://github.com/h2oai/h2o-2,Number of branches,118.0
https://github.com/h2oai/h2o-2,Number of contributors,47.0
https://github.com/h2oai/h2o-2,Number of commits,14806.0
https://github.com/h2oai/h2o-2,Number of stars,2116.0
https://github.com/h2oai/h2o-2,Number of forks,570.0
https://github.com/NervanaSystems/neon,Number of contributors,52.0
https://github.com/NervanaSystems/neon,Number of commits,921.0
https://github.com/NervanaSystems/neon,Number of files,426.0
https://github.com/NervanaSystems/neon,Number of stars,2620.0
https://github.com/NervanaSystems/neon,Number of forks,572.0
https://github.com/NervanaSystems/neon,Number of branches,3.0
https://github.com/cazala/synaptic,Number of files,22.0
https://github.com/cazala/synaptic,Number of stars,3350.0
https://github.com/cazala/synaptic,Number of contributors,20.0
https://github.com/cazala/synaptic,Number of commits,237.0
https://github.com/cazala/synaptic,Number of forks,320.0
https://github.com/cazala/synaptic,Number of branches,7.0
https://github.com/ryanb/ruby-warrior,Number of files,122.0
https://github.com/ryanb/ruby-warrior,Number of stars,3340.0
https://github.com/ryanb/ruby-warrior,Number of forks,821.0
https://github.com/ryanb/ruby-warrior,Number of contributors,6.0
https://github.com/ryanb/ruby-warrior,Number of commits,217.0
https://github.com/ryanb/ruby-warrior,Number of branches,1.0
https://github.com/sjwhitworth/golearn,Number of files,170.0
https://github.com/sjwhitworth/golearn,Number of stars,3602.0
https://github.com/sjwhitworth/golearn,Number of contributors,30.0
https://github.com/sjwhitworth/golearn,Number of commits,330.0
https://github.com/sjwhitworth/golearn,Number of forks,418.0
https://github.com/sjwhitworth/golearn,Number of branches,9.0
https://github.com/JohnLangford/vowpal_wabbit,Number of contributors,113.0
https://github.com/JohnLangford/vowpal_wabbit,Number of commits,5993.0
https://github.com/JohnLangford/vowpal_wabbit,Number of files,1396.0
https://github.com/JohnLangford/vowpal_wabbit,Number of stars,4159.0
https://github.com/JohnLangford/vowpal_wabbit,Number of forks,1099.0
https://github.com/JohnLangford/vowpal_wabbit,Number of branches,10.0
https://github.com/numenta/nupic,Number of contributors,78.0
https://github.com/numenta/nupic,Number of commits,5652.0
https://github.com/numenta/nupic,Number of files,1697.0
https://github.com/numenta/nupic,Number of stars,4680.0
https://github.com/numenta/nupic,Number of forks,1321.0
https://github.com/numenta/nupic,Number of branches,3.0
https://github.com/clips/pattern,Number of files,451.0
https://github.com/clips/pattern,Number of contributors,20.0
https://github.com/clips/pattern,Number of stars,5040.0
https://github.com/clips/pattern,Number of commits,865.0
https://github.com/clips/pattern,Number of forks,940.0
https://github.com/clips/pattern,Number of branches,1.0
https://github.com/Theano/Theano,Number of commits,22846.0
https://github.com/Theano/Theano,Number of contributors,271.0
https://github.com/Theano/Theano,Number of files,875.0
https://github.com/Theano/Theano,Number of stars,5337.0
https://github.com/Theano/Theano,Number of forks,1868.0
https://github.com/Theano/Theano,Number of branches,2.0
https://github.com/dmlc/xgboost,Number of contributors,180.0
https://github.com/dmlc/xgboost,Number of commits,2901.0
https://github.com/dmlc/xgboost,Number of files,457.0
https://github.com/dmlc/xgboost,Number of stars,5469.0
https://github.com/dmlc/xgboost,Number of forks,2900.0
https://github.com/dmlc/xgboost,Number of branches,1.0
https://github.com/karpathy/convnetjs,Number of files,56.0
https://github.com/karpathy/convnetjs,Number of stars,6088.0
https://github.com/karpathy/convnetjs,Number of contributors,15.0
https://github.com/karpathy/convnetjs,Number of forks,1192.0
https://github.com/karpathy/convnetjs,Number of commits,57.0
https://github.com/karpathy/convnetjs,Number of branches,1.0
https://github.com/dmlc/mxnet,Number of contributors,237.0
https://github.com/dmlc/mxnet,Number of commits,4517.0
https://github.com/dmlc/mxnet,Number of files,1190.0
https://github.com/dmlc/mxnet,Number of stars,7371.0
https://github.com/dmlc/mxnet,Number of forks,2732.0
https://github.com/dmlc/mxnet,Number of branches,3.0
https://github.com/harthur/brain,Number of files,22.0
https://github.com/harthur/brain,Number of contributors,13.0
https://github.com/harthur/brain,Number of stars,7442.0
https://github.com/harthur/brain,Number of forks,868.0
https://github.com/harthur/brain,Number of commits,136.0
https://github.com/harthur/brain,Number of branches,6.0
https://github.com/Microsoft/CNTK,Number of branches,427.0
https://github.com/Microsoft/CNTK,Number of commits,10053.0
https://github.com/Microsoft/CNTK,Number of contributors,100.0
https://github.com/Microsoft/CNTK,Number of files,2114.0
https://github.com/Microsoft/CNTK,Number of stars,9048.0
https://github.com/Microsoft/CNTK,Number of forks,2135.0
https://github.com/apache/incubator-predictionio,Number of contributors,106.0
https://github.com/apache/incubator-predictionio,Number of commits,3499.0
https://github.com/apache/incubator-predictionio,Number of files,1183.0
https://github.com/apache/incubator-predictionio,Number of stars,9864.0
https://github.com/apache/incubator-predictionio,Number of forks,1564.0
https://github.com/apache/incubator-predictionio,Number of branches,4.0
https://github.com/fchollet/keras,Number of contributors,321.0
https://github.com/fchollet/keras,Number of commits,2910.0
https://github.com/fchollet/keras,Number of files,171.0
https://github.com/fchollet/keras,Number of forks,3556.0
https://github.com/fchollet/keras,Number of stars,10664.0
https://github.com/fchollet/keras,Number of branches,2.0
https://github.com/BVLC/caffe,Number of contributors,221.0
https://github.com/BVLC/caffe,Number of commits,3758.0
https://github.com/BVLC/caffe,Number of files,632.0
https://github.com/BVLC/caffe,Number of stars,14925.0
https://github.com/BVLC/caffe,Number of forks,9264.0
https://github.com/BVLC/caffe,Number of branches,7.0
https://github.com/scikit-learn/scikit-learn,Number of contributors,421.0
https://github.com/scikit-learn/scikit-learn,Number of commits,18229.0
https://github.com/scikit-learn/scikit-learn,Number of files,1081.0
https://github.com/scikit-learn/scikit-learn,Number of stars,15594.0
https://github.com/scikit-learn/scikit-learn,Number of forks,8739.0
https://github.com/scikit-learn/scikit-learn,Number of branches,17.0
https://github.com/tensorflow/tensorflow,Number of commits,10880.0
https://github.com/tensorflow/tensorflow,Number of contributors,431.0
https://github.com/tensorflow/tensorflow,Number of files,5461.0
https://github.com/tensorflow/tensorflow,Number of stars,41499.0
https://github.com/tensorflow/tensorflow,Number of forks,19274.0
https://github.com/tensorflow/tensorflow,Number of branches,10.0
https://github.com/ajam/2014_payday-nation-data,Number of stars,24.0
https://github.com/ajam/2014_payday-nation-data,Number of forks,8.0
https://github.com/ajam/2014_payday-nation-data,Number of files,9.0
https://github.com/ajam/2014_payday-nation-data,Number of contributors,1.0
https://github.com/ajam/2014_payday-nation-data,Number of commits,2.0
https://github.com/ajam/2014_payday-nation-data,Number of branches,1.0
https://github.com/huffpostdata/ap-election-loader,Number of files,21.0
https://github.com/huffpostdata/ap-election-loader,Number of stars,48.0
https://github.com/huffpostdata/ap-election-loader,Number of forks,27.0
https://github.com/huffpostdata/ap-election-loader,Number of contributors,4.0
https://github.com/huffpostdata/ap-election-loader,Number of commits,68.0
https://github.com/huffpostdata/ap-election-loader,Number of branches,2.0
https://github.com/datadesk/python-elections,Number of files,76.0
https://github.com/datadesk/python-elections,Number of stars,165.0
https://github.com/datadesk/python-elections,Number of forks,36.0
https://github.com/datadesk/python-elections,Number of contributors,3.0
https://github.com/datadesk/python-elections,Number of commits,294.0
https://github.com/datadesk/python-elections,Number of branches,3.0
https://github.com/censusreporter/censusreporter,Number of files,223.0
https://github.com/censusreporter/censusreporter,Number of stars,182.0
https://github.com/censusreporter/censusreporter,Number of forks,74.0
https://github.com/censusreporter/censusreporter,Number of contributors,11.0
https://github.com/censusreporter/censusreporter,Number of commits,1217.0
https://github.com/censusreporter/censusreporter,Number of branches,21.0
https://github.com/TimeMagazine/babynames,Number of files,22.0
https://github.com/TimeMagazine/babynames,Number of stars,216.0
https://github.com/TimeMagazine/babynames,Number of forks,51.0
https://github.com/TimeMagazine/babynames,Number of contributors,4.0
https://github.com/TimeMagazine/babynames,Number of commits,38.0
https://github.com/TimeMagazine/babynames,Number of branches,1.0
https://github.com/times/cardkit,Number of files,121.0
https://github.com/times/cardkit,Number of stars,248.0
https://github.com/times/cardkit,Number of contributors,7.0
https://github.com/times/cardkit,Number of forks,68.0
https://github.com/times/cardkit,Number of commits,131.0
https://github.com/times/cardkit,Number of branches,3.0
https://github.com/propublica/guides,Number of files,7.0
https://github.com/propublica/guides,Number of stars,482.0
https://github.com/propublica/guides,Number of contributors,13.0
https://github.com/propublica/guides,Number of forks,97.0
https://github.com/propublica/guides,Number of commits,155.0
https://github.com/propublica/guides,Number of branches,3.0
https://github.com/voxmedia/meme,Number of files,33.0
https://github.com/voxmedia/meme,Number of stars,740.0
https://github.com/voxmedia/meme,Number of contributors,9.0
https://github.com/voxmedia/meme,Number of forks,249.0
https://github.com/voxmedia/meme,Number of commits,89.0
https://github.com/voxmedia/meme,Number of branches,1.0
https://github.com/nprapps/app-template,Number of files,143.0
https://github.com/nprapps/app-template,Number of stars,1109.0
https://github.com/nprapps/app-template,Number of forks,170.0
https://github.com/nprapps/app-template,Number of contributors,18.0
https://github.com/nprapps/app-template,Number of commits,857.0
https://github.com/nprapps/app-template,Number of branches,8.0
https://github.com/newsapps/beeswithmachineguns,Number of contributors,31.0
https://github.com/newsapps/beeswithmachineguns,Number of commits,168.0
https://github.com/newsapps/beeswithmachineguns,Number of stars,3502.0
https://github.com/newsapps/beeswithmachineguns,Number of forks,394.0
https://github.com/newsapps/beeswithmachineguns,Number of files,10.0
https://github.com/newsapps/beeswithmachineguns,Number of branches,2.0
https://github.com/NYTimes/objective-c-style-guide,Number of contributors,41.0
https://github.com/NYTimes/objective-c-style-guide,Number of commits,247.0
https://github.com/NYTimes/objective-c-style-guide,Number of stars,4259.0
https://github.com/NYTimes/objective-c-style-guide,Number of forks,964.0
https://github.com/NYTimes/objective-c-style-guide,Number of files,9.0
https://github.com/NYTimes/objective-c-style-guide,Number of branches,10.0
https://github.com/fivethirtyeight/data,Number of files,562.0
https://github.com/fivethirtyeight/data,Number of stars,4660.0
https://github.com/fivethirtyeight/data,Number of forks,1652.0
https://github.com/fivethirtyeight/data,Number of contributors,26.0
https://github.com/fivethirtyeight/data,Number of commits,597.0
https://github.com/fivethirtyeight/data,Number of branches,3.0
https://github.com/SamyPesse/How-to-Make-a-Computer-Operating-System,Number of contributors,37.0
https://github.com/SamyPesse/How-to-Make-a-Computer-Operating-System,Number of commits,239.0
https://github.com/SamyPesse/How-to-Make-a-Computer-Operating-System,Number of files,447.0
https://github.com/SamyPesse/How-to-Make-a-Computer-Operating-System,Number of stars,13957.0
https://github.com/SamyPesse/How-to-Make-a-Computer-Operating-System,Number of forks,2430.0
https://github.com/SamyPesse/How-to-Make-a-Computer-Operating-System,Number of branches,1.0
https://github.com/inaka/elvis,Number of contributors,32.0
